City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,cidade velha,14.9167,-23.6167,29.26,70,75,3.09,CV,1724003859
368,prince rupert,54.3161,-130.3201,16.83,88,0,2.57,CA,1724003719
369,ellsworth,44.5434,-68.4195,20.03,91,99,3.98,US,1724003862
370,codrington,-38.2667,141.9667,8.74,93,29,3.38,AU,1724003863
371,aripuana,-9.1667,-60.6333,38.17,22,24,2.48,BR,1724003864
372,vila franca do campo,37.7167,-25.4333,26.23,76,55,0.74,PT,1724003865
373,box elder,41.5005,-112.8764,22.6,62,1,2.92,US,1724003866
374,singaraja,-8.112,115.0882,24.0,78,99,2.56,ID,1724003867
375,erenhot,43.6475,111.9767,18.66,77,95,3.33,CN,1724003868
376,bakchar,57.0186,82.0711,12.86,99,73,1.6,RU,1724003870
377,portmore,17.9702,-76.8672,33.98,66,20,4.12,JM,1724003871
378,flying fish cove,-10.4217,105.6791,24.82,83,75,6.69,CX,1724003872
379,cabeza del buey,38.7223,-5.2195,35.18,20,54,4.16,ES,1724003873
380,north bend,43.4065,-124.2243,20.13,74,26,5.46,US,1724003876
381,oituz,46.2,26.6167,21.46,68,77,1.83,RO,1724003877
382,bayt al faqih,14.5164,43.3245,30.61,68,96,6.11,YE,1724003878
383,tolanaro,-25.0319,46.9987,22.04,68,40,5.14,MG,1724003879
384,padangsidempuan,1.3667,99.2667,21.64,99,90,0.91,ID,1724003880
385,fale old settlement,-9.3852,-171.2468,28.03,77,22,9.79,TK,1724003881
386,trenggalek,-8.05,111.7167,21.8,90,95,1.0,ID,1724003883
387,pavlovka,52.6897,47.1405,18.86,81,92,2.75,RU,1724003884
388,sechura,-5.5569,-80.8222,24.24,53,12,5.7,PE,1724003885
389,neryungri,56.6709,124.6491,8.64,79,0,2.01,RU,1724003887
390,sitangkai,4.6628,119.3928,28.96,72,26,3.57,PH,1724003888
391,kone,-21.0595,164.8658,19.76,95,5,0.36,NC,1724003890
392,kruisfontein,-34.0033,24.7314,14.76,69,64,1.52,ZA,1724003891
393,freetown,8.484,-13.2299,26.84,89,75,6.17,SL,1724003892
394,kingscliff,-28.2667,153.5667,12.75,94,100,2.06,AU,1724003893
395,salinas,36.6777,-121.6555,20.47,84,75,1.54,US,1724003894
396,zouerate,22.7187,-12.4521,40.43,23,58,6.63,MR,1724003895
397,aasiaat,68.7098,-52.8699,3.17,87,91,1.58,GL,1724003897
398,castelo,-20.6036,-41.1847,32.4,24,0,4.21,BR,1724003898
399,ugoofaaru,5.6667,73.0,27.56,84,97,8.39,MV,1724003899
400,acapulco de juarez,16.8634,-99.8901,28.91,61,92,1.74,MX,1724003900
401,pangoa,-12.1167,-73.0,32.93,32,37,2.89,PE,1724003901
402,manokwari,-0.8667,134.0833,25.43,80,92,1.64,ID,1724003902
403,balikpapan,-1.2675,116.8289,24.55,94,40,1.03,ID,1724003904
404,kununurra,-15.7667,128.7333,17.99,77,3,0.0,AU,1724003905
405,fallon,39.4735,-118.7774,25.06,31,0,2.57,US,1724003906
406,jiujiang,29.7333,115.9833,26.92,85,94,1.29,CN,1724003907
407,concordia,-31.393,-58.0209,16.55,89,100,3.6,AR,1724003863
408,yuzhno-kurilsk,44.0306,145.8556,15.54,93,53,2.63,RU,1724003909
409,aldinga beach,-35.2793,138.4604,13.15,79,10,4.27,AU,1724003911
410,nuuk,64.1835,-51.7216,6.6,75,9,4.92,GL,1724003912
411,mili,6.0815,171.735,27.93,79,76,4.04,MH,1724003913
412,champerico,14.3,-91.9167,30.02,67,100,2.75,GT,1724003914
413,bam,29.106,58.357,36.44,19,68,4.56,IR,1724003915
414,villa vasquez,19.7411,-71.4464,36.89,38,10,4.96,DO,1724003916
415,yermolayevo,52.7167,55.8,13.89,94,75,3.92,RU,1724003918
416,bad frankenhausen,51.35,11.1,20.22,87,100,4.62,DE,1724003919
417,rudbar,30.15,62.6,32.92,23,45,7.99,AF,1724003920
418,arica,-18.475,-70.3042,17.13,67,20,5.14,CL,1724003777
419,along,28.1667,94.7667,21.55,91,99,0.47,IN,1724003922
420,dapa,9.7594,126.0531,27.36,79,89,1.89,PH,1724003923
421,sisimiut,66.9395,-53.6735,6.23,76,55,5.74,GL,1724003925
422,fada,7.25,4.0667,29.37,65,75,4.12,NG,1724003926
423,irtyshsk,53.3333,75.4572,16.98,53,56,4.21,KZ,1724003927
424,hilo,19.7297,-155.09,23.95,100,100,2.06,US,1724003928
425,uliastay,47.7417,96.8444,17.72,33,46,3.89,MN,1724003930
426,san antonio de pale,-1.4014,5.6325,23.9,78,10,4.63,GQ,1724003931
427,gharyan,32.1722,13.0203,28.49,52,0,5.28,LY,1724003934
428,lee acres,35.1487,-106.647,33.9,28,19,4.02,US,1724003935
429,gannan,47.9147,123.5031,20.07,49,100,5.11,CN,1724003936
430,rio brilhante,-21.8019,-54.5464,37.89,13,1,4.46,BR,1724003939
431,pindi gheb,33.2402,72.2661,32.28,59,7,4.17,PK,1724003940
432,mizdah,31.4451,12.9801,33.36,24,7,7.41,LY,1724003941
433,fort irwin,35.2627,-116.6848,28.74,24,0,2.57,US,1724003942
434,kenai,60.5544,-151.2583,14.45,100,100,1.54,US,1724003943
435,dzuunharaa,48.8523,106.4579,15.16,86,0,1.31,MN,1724003944
436,saint-marcellin,45.15,5.3167,16.69,89,100,4.07,FR,1724003946
437,poronaysk,49.2167,143.1167,10.8,95,80,1.76,RU,1724003947
438,karoi,-16.8099,29.6925,16.93,27,0,1.78,ZW,1724003948
439,pruszkow,52.1707,20.8121,28.43,60,40,1.54,PL,1724003949
440,lodwar,3.1191,35.5973,32.37,32,59,2.3,KE,1724003950
441,kuybyshev,55.4475,78.3218,12.44,86,64,3.42,RU,1724003951
442,cheremshan,54.6667,51.5,16.96,88,33,2.4,RU,1724003953
443,constitucion,-35.3333,-72.4167,10.95,55,100,2.37,CL,1724003955
444,manismata,-2.4667,111.0333,22.39,98,12,1.09,ID,1724003956
445,gondar,12.6,37.4667,14.35,97,98,1.91,ET,1724003957
446,illizi,26.4833,8.4667,39.37,13,53,5.02,DZ,1724003958
447,port augusta,-32.5,137.7667,10.48,67,21,3.57,AU,1724003711
448,cooper's town,26.8667,-77.5167,27.73,61,17,1.19,BS,1724003961
449,tyukhtet,56.5389,89.3011,14.4,90,81,2.73,RU,1724003962
450,trairi,-3.2778,-39.2689,28.42,57,100,6.78,BR,1724003728
451,benjamin constant,-4.3831,-70.0311,34.03,49,40,1.54,BR,1724003964
452,tenno,39.9,139.9667,22.23,82,1,0.9,JP,1724003965
453,mossel bay,-34.1831,22.146,13.96,75,0,2.06,ZA,1724003969
454,eger,47.9026,20.3733,26.6,53,52,1.54,HU,1724003970
455,bellmead,31.594,-97.1089,38.47,37,0,2.57,US,1724003971
456,weno,7.4515,151.8468,29.0,74,84,2.54,FM,1724003972
457,ghat,24.9647,10.1728,36.53,25,4,5.59,LY,1724003974
458,extrema,-22.8547,-46.3183,30.84,18,0,1.98,BR,1724003975
459,dawei,14.0833,98.2,25.92,92,100,1.59,MM,1724003976
460,kalemie,-5.9475,29.1947,23.65,52,16,0.35,CD,1724003977
461,antsiranana,-12.2787,49.2917,23.25,65,30,8.06,MG,1724003978
462,boguchany,58.3814,97.4531,12.99,98,90,1.84,RU,1724003979
463,port macquarie,-31.4333,152.9167,12.82,90,74,0.89,AU,1724003981
464,gemena,3.25,19.7667,21.17,99,100,0.99,CD,1724003982
465,laurentides,46.4334,-74.9826,21.52,92,100,2.66,CA,1724003983
466,borba,-4.3878,-59.5939,40.22,18,9,1.7,BR,1724003984
467,san juan opico,13.8761,-89.3597,29.53,57,99,2.16,SV,1724003985
468,bardai,11.65,7.2333,23.23,87,76,3.24,NG,1724003986
469,teknaf,20.8624,92.3058,25.38,92,100,4.84,BD,1724003988
470,korba,22.35,82.6833,26.45,86,100,1.99,IN,1724003989
471,salekhard,66.53,66.6019,11.67,88,100,0.85,RU,1724003990
472,basco,20.4487,121.9702,27.78,78,100,4.84,PH,1724003991
473,ruidoso,33.3317,-105.673,27.08,24,0,6.69,US,1724003992
474,hirara,24.8,125.2833,28.15,94,75,9.77,JP,1724003994
475,bodaybo,57.8506,114.1933,16.42,81,29,1.28,RU,1724003995
476,bayganin,48.6947,55.8742,22.01,44,80,0.6,KZ,1724003996
477,kuqa,41.7278,82.9364,33.63,18,45,1.47,CN,1724003997
478,bereket,39.2446,55.5154,27.31,23,0,4.78,TM,1724003998
479,andovoranto,-18.95,49.1,20.58,88,51,3.65,MG,1724003999
480,i-n-salah,27.1935,2.4607,41.14,16,45,1.56,DZ,1724004001
481,lai chau,22.3997,103.4517,19.58,99,100,0.61,VN,1724004002
482,belyy yar,53.6039,91.3903,15.94,100,0,1.0,RU,1724004003
483,lensk,60.7253,114.9278,15.26,71,73,1.27,RU,1724004004
484,tambopata,-12.7333,-69.1833,33.94,52,0,1.54,PE,1724004005
485,enewetak,11.3474,162.3373,28.58,78,93,6.89,MH,1724004007
486,kottayam,9.5833,76.5167,25.04,95,39,1.05,IN,1724004009
487,chopinzinho,-25.8558,-52.5233,31.56,23,0,3.29,BR,1724003835
488,gualeguay,-33.1416,-59.3097,16.64,73,100,3.96,AR,1724004011
489,vadso,70.0744,29.7487,14.09,82,0,4.12,NO,1724004012
490,haparanda,65.8355,24.1368,15.03,80,96,2.69,SE,1724004013
491,papao,-17.75,-149.55,25.82,82,95,14.05,PF,1724004015
492,taoudenni,22.6783,-3.9836,40.12,26,6,7.13,ML,1724004016
493,fisterra,42.9049,-9.2629,19.88,80,23,9.41,ES,1724004017
494,fatehabad,29.5167,75.45,32.32,56,100,1.22,IN,1724004018
495,zhalantun,48.0,122.7167,15.84,82,100,3.08,CN,1724004019
496,malango,-2.9627,119.9001,17.84,98,25,0.9,ID,1724004020
497,vallenar,-28.5708,-70.7581,26.83,20,48,3.77,CL,1724004004
498,losone,46.1687,8.7593,23.23,86,40,0.89,CH,1724004023
499,padang,-0.9492,100.3543,26.03,89,88,2.53,ID,1724004024
500,anna regina,7.2644,-58.5077,30.35,61,2,3.85,GY,1724004025
501,guerrero negro,27.9769,-114.0611,24.72,58,0,4.89,MX,1724004026
502,bontang,0.1333,117.5,25.02,90,30,2.27,ID,1724004029
503,aizpute,56.7167,21.6,18.72,69,65,3.3,LV,1724004030
504,tamanrasset,22.785,5.5228,22.95,78,40,4.63,DZ,1724004031
505,luderitz,-26.6481,15.1594,15.81,64,0,6.81,NA,1724004032
506,mana,5.6592,-53.7767,28.68,69,30,4.54,GF,1724004033
507,mariehamn,60.0973,19.9348,16.92,77,0,5.14,AX,1724003823
508,east ballina,-28.8667,153.5833,12.93,89,26,5.05,AU,1724004036
509,botucatu,-22.8858,-48.445,31.94,13,0,2.86,BR,1724004002
510,nagarote,12.2659,-86.5647,31.98,56,100,2.49,NI,1724004038
511,labrador city,52.9463,-66.9114,20.95,68,100,4.12,CA,1724004039
512,russkaya polyana,49.417,31.9201,24.59,33,48,3.94,UA,1724004040
513,ancud,-41.8697,-73.8203,8.12,58,17,4.62,CL,1724004007
514,chibougamau,49.9168,-74.3659,17.79,100,100,4.12,CA,1724004043
515,portstewart,55.1813,-6.714,16.85,61,52,5.81,GB,1724004044
516,rongelap,11.1635,166.8941,28.11,80,100,5.83,MH,1724004045
517,markovo,57.3206,107.0881,18.83,80,100,1.53,RU,1724004046
518,la'ie,21.6477,-157.9253,25.62,84,72,3.58,US,1724004047
519,monte alegre,-2.0078,-54.0692,34.09,29,6,1.18,BR,1724004049
520,salida,37.7058,-121.0849,25.03,55,0,0.45,US,1724004050
521,villa gesell,-37.2639,-56.973,11.99,91,100,3.95,AR,1724004051
522,san felipe,10.3399,-68.7425,36.06,29,57,4.31,VE,1724004052
523,yarmouth,41.7057,-70.2286,25.1,81,75,3.09,US,1724004053
524,east london,-33.0153,27.9116,16.52,88,40,2.06,ZA,1724004054
525,mesquite,32.7668,-96.5992,39.11,43,0,2.57,US,1724004056
526,penon blanco,24.7897,-104.0369,28.14,30,5,2.48,MX,1724004057
527,muynoq,43.7683,59.0214,22.71,29,1,4.98,UZ,1724004058
528,nikolayevsk-on-amure,53.1406,140.73,8.46,94,40,1.71,RU,1724004059
529,visby,57.6409,18.296,18.35,72,0,3.09,SE,1724004060
530,novodvinsk,64.4165,40.8122,13.86,97,100,2.02,RU,1724004062
531,teluknaga,-6.0989,106.6381,27.32,83,20,2.06,ID,1724004063
532,ukhta,63.5671,53.6835,14.37,72,95,0.73,RU,1724004064
533,aleksandrovskoye,44.7142,43.0008,21.48,31,0,4.17,RU,1724004065
534,viedma,-40.8135,-62.9967,9.72,51,100,6.93,AR,1724004066
535,caninde,-4.3589,-39.3117,34.52,25,98,3.85,BR,1724004067
536,mikuni,36.2171,136.1519,25.49,91,66,2.36,JP,1724004069
537,tobruk,32.0836,23.9764,27.82,78,0,5.14,LY,1724004070
538,puerto real,36.5282,-6.1901,38.07,65,0,6.69,ES,1724004071
539,chefchaouene,35.1688,-5.2636,36.37,18,4,2.72,MA,1724004072
540,jackson,42.4165,-122.8345,20.22,70,54,1.79,US,1724004073
541,caazapa,-26.15,-56.4,36.15,23,11,4.29,PY,1724004074
542,midvagur,62.0511,-7.1939,11.46,76,75,7.72,FO,1724004076
543,haiku-pauwela,20.9219,-156.3051,26.69,79,39,2.68,US,1724004077
544,howrah,22.5892,88.3103,27.0,94,75,2.06,IN,1724004078
545,rawson,-43.3002,-65.1023,7.64,54,23,6.96,AR,1724004042
546,ouani,-12.1322,44.4258,24.86,73,22,3.01,KM,1724004080
547,mount gambier,-37.8333,140.7667,9.44,88,97,2.23,AU,1724004082
548,fortaleza,-3.7227,-38.5247,30.05,78,0,7.2,BR,1724003994
549,sarangani,5.4033,125.4636,28.55,74,46,2.15,PH,1724004085
550,bel ombre,-4.6167,55.4167,24.91,88,75,4.63,SC,1724004086
551,auki,-8.7676,160.7034,25.09,92,100,1.43,SB,1724004087
552,as sulayyil,20.4607,45.5779,38.44,13,32,3.13,SA,1724004089
553,aras-asan,8.8908,126.3033,25.78,87,100,1.84,PH,1724004090
554,mazatlan,23.2167,-106.4167,33.28,57,82,2.24,MX,1724004091
555,soresina,45.2865,9.857,23.14,77,100,2.46,IT,1724004092
556,camana,-16.6228,-72.7111,19.38,69,18,3.83,PE,1724004093
557,harper,4.375,-7.7169,25.14,76,69,3.45,LR,1724004095
